class,field,nonnull_count,total_count,ratio
org/apache/fop/layoutmgr/table/RowPainter,2,1414,1414,1.00
org/apache/fop/layoutmgr/table/RowPainter,3,1414,1414,1.00
org/apache/fop/layoutmgr/table/RowPainter,4,1414,1414,1.00
org/apache/fop/layoutmgr/table/RowPainter,5,1414,1414,1.00
org/apache/fop/layoutmgr/table/RowPainter,6,1414,1414,1.00
org/apache/fop/layoutmgr/table/RowPainter,7,0,1414,0.00
org/apache/fop/layoutmgr/table/RowPainter,8,0,1414,0.00
org/apache/fop/layoutmgr/table/RowPainter,9,1414,1414,1.00
org/apache/fop/layoutmgr/table/TableCellLayoutManager,0,8261,8524,0.97
org/apache/fop/layoutmgr/table/TableCellLayoutManager,1,4507,8524,0.53
org/apache/fop/layoutmgr/table/TableContentLayoutManager,0,2511,2511,1.00
org/apache/fop/layoutmgr/table/TableContentLayoutManager,1,2495,2511,0.99
org/apache/fop/layoutmgr/table/TableContentLayoutManager,2,0,2511,0.00
org/apache/fop/layoutmgr/table/TableContentLayoutManager,3,0,2511,0.00
org/apache/fop/layoutmgr/table/TableContentLayoutManager,4,0,2511,0.00
org/apache/fop/layoutmgr/table/TableContentLayoutManager,5,0,2511,0.00
org/apache/fop/layoutmgr/table/TableContentLayoutManager,6,2479,2511,0.99
org/apache/fop/layoutmgr/table/TableContentPosition,0,440,440,1.00
org/apache/fop/layoutmgr/table/TableContentPosition,1,440,440,1.00
org/apache/fop/layoutmgr/table/TableContentPosition,2,440,440,1.00
org/apache/fop/layoutmgr/table/TableLayoutManager,0,3058,3288,0.93
org/apache/fop/layoutmgr/table/TableLayoutManager,1,3288,3288,1.00
org/apache/fop/layoutmgr/table/TableLayoutManager,2,1234,3288,0.38
org/apache/fop/layoutmgr/table/TableLayoutManager,3,0,3288,0.00
org/apache/fop/layoutmgr/table/TableLayoutManager,4,0,3288,0.00
org/apache/fop/layoutmgr/table/TableLayoutManager,5,0,3288,0.00
org/apache/fop/layoutmgr/table/TableRowIterator,0,110,110,1.00
org/apache/fop/layoutmgr/table/TableRowIterator,1,110,110,1.00
org/apache/fop/layoutmgr/table/TableStepper,0,1861,1861,1.00
org/apache/fop/layoutmgr/table/TableStepper,1,1829,1861,0.98
org/apache/fop/layoutmgr/table/TableStepper,2,1861,1861,1.00
org/apache/fop/layoutmgr/table/TableStepper,3,1861,1861,1.00
org/apache/fop/render/AbstractRendererConfigurator,0,1,1,1.00
org/apache/fop/render/PrintRenderer,0,27089,27090,1.00
org/apache/fop/render/PrintRenderer,1,0,27090,0.00
org/apache/fop/render/PrintRenderer,2,0,27090,0.00
org/apache/fop/render/RendererFactory,0,18,18,1.00
org/apache/fop/render/RendererFactory,1,18,18,1.00
org/apache/fop/render/XMLHandlerRegistry,0,11,11,1.00
org/apache/fop/render/ps/PSPageDeviceDictionary,0,0,235,0.00
org/apache/fop/traits/SpaceVal,0,35743,35743,1.00
org/apache/fop/util/ContentHandlerFactoryRegistry,0,4,4,1.00
org/apache/fop/util/QName,0,1,1,1.00
org/apache/fop/util/QName,1,1,1,1.00
org/apache/fop/util/QName,2,1,1,1.00
